CustomerID,Date,Product
21784,15/12/22,Vegetables
24591,26/10/22,Alcoholic Beverages
17318,26/06/22,Meat Products
32788,22/12/22,Alcoholic Beverages
18641,22/02/22,Non-Alcoholic Beverages
35987,16/02/22,Personal Care Products
14049,08/03/22,Non-Alcoholic Beverages
22806,05/11/22,Meat Products
37800,16/11/22,Miscellaneous
32907,01/07/22,Dairy Products
17682,26/12/22,Dairy Products
17640,17/06/22,Meat Products
33894,23/04/22,Pastries
18816,09/09/22,Fruits
26285,06/03/22,Fruits
15953,28/12/22,Cooking Ingredients
31899,07/10/22,Meat Products
35595,05/08/22,Meat Products
22512,13/03/22,Vegetables
20650,25/09/22,Alcoholic Beverages
24738,11/11/22,Vegetables
38542,01/05/22,Snacks/Sweets
16828,27/06/22,Dairy Products
27895,03/04/22,Dairy Products
32102,15/05/22,Dairy Products
40404,27/04/22,Dairy Products
17528,30/10/22,Cooking Ingredients
24290,09/01/22,Meat Products
23107,27/10/22,Pastries
28714,29/12/22,Pastries
26978,29/07/22,Meat Products
15323,08/10/22,Vegetables
29855,07/03/22,Alcoholic Beverages
21651,10/11/22,Non-Alcoholic Beverages
24920,27/09/22,Fruits
26173,29/10/22,Vegetables
28035,20/09/22,Vegetables
15309,08/05/22,Fruits
16226,02/07/22,Dairy Products
16541,04/04/22,Fruits
18382,17/10/22,Non-Alcoholic Beverages
17948,21/05/22,Meat Products
25270,25/04/22,Fruits
33915,30/10/22,Fruits
20979,02/04/22,Pastries
17136,09/04/22,Dairy Products
22967,19/12/22,Vegetables
23597,15/11/22,Fruits
20643,06/01/22,Vegetables
38990,25/02/22,Fruits
32557,04/07/22,Fruits
36155,03/03/22,Fruits
19873,17/02/22,Fruits
27174,01/01/22,Dairy Products
19418,09/10/22,Fruits
16114,21/07/22,Dairy Products
39207,20/05/22,Foods
35525,18/02/22,Cooking Ingredients
15638,13/03/22,Vegetables
17143,17/04/22,Vegetables
15309,09/05/22,Vegetables
32536,12/05/22,Meat Products
20804,22/10/22,Fruits
18193,03/04/22,Vegetables
17395,03/10/22,Non-Alcoholic Beverages
28833,24/02/22,Fruits
15666,23/02/22,Pastries
39221,03/01/22,Meat Products
34692,28/08/22,Non-Alcoholic Beverages
40446,10/03/22,Vegetables
26922,02/08/22,Alcoholic Beverages
14840,23/10/22,Pastries
32683,26/07/22,Meat Products
35133,22/09/22,Dairy Products
15316,01/01/22,Fruits
36687,14/07/22,Dairy Products
37786,12/08/22,Dairy Products
35063,28/05/22,Snacks/Sweets
41377,13/06/22,Non-Alcoholic Beverages
31311,08/01/22,Fruits
16296,13/11/22,Vegetables
25263,15/08/22,Pastries
30765,31/01/22,Meat Products
35042,13/01/22,Dairy Products
35098,25/05/22,Vegetables
31514,26/06/22,Vegetables
30359,15/04/22,Household and Cleaning Products
29638,06/03/22,Dairy Products
36554,20/06/22,Vegetables
32060,02/04/22,Pastries
26117,16/02/22,Cooking Ingredients
37240,25/08/22,Snacks/Sweets
20930,20/01/22,Meat Products
28413,10/12/22,Fruits
23541,24/06/22,Vegetables
22400,25/07/22,Fruits
18508,05/05/22,Pastries
21658,31/10/22,Snacks/Sweets
21329,18/09/22,Alcoholic Beverages
22351,24/11/22,Dairy Products
26915,02/03/22,Dairy Products
34545,30/05/22,Dairy Products
23590,28/02/22,Dairy Products
38255,31/08/22,Meat Products
36470,11/06/22,Snacks/Sweets
17724,20/02/22,Alcoholic Beverages
23926,27/02/22,Foods
36295,28/06/22,Non-Alcoholic Beverages
26530,22/06/22,Alcoholic Beverages
20153,26/09/22,Household and Cleaning Products
35756,24/05/22,Dairy Products
19271,25/07/22,Non-Alcoholic Beverages
41356,27/10/22,Meat Products
18053,08/03/22,Vegetables
14105,24/12/22,Meat Products
25235,01/09/22,Vegetables
18186,25/12/22,Pastries
23646,16/02/22,Vegetables
28651,04/12/22,Non-Alcoholic Beverages
14875,23/03/22,Pastries
34769,12/06/22,Non-Alcoholic Beverages
27510,27/03/22,Dairy Products
28322,16/06/22,Miscellaneous
34314,21/09/22,Fruits
38031,30/11/22,Snacks/Sweets
31220,23/04/22,Dairy Products
13692,19/06/22,Dairy Products
16905,05/11/22,Household and Cleaning Products
25445,17/10/22,Dairy Products
34020,02/02/22,Dairy Products
28931,22/08/22,Meat Products
37331,27/05/22,Pastries
40257,22/01/22,Fruits
23198,18/08/22,Dairy Products
29281,28/07/22,Pastries
24948,21/07/22,Dairy Products
18018,17/11/22,Snacks/Sweets
16128,25/06/22,Pastries
20790,05/07/22,Vegetables
22897,14/09/22,Household and Cleaning Products
40845,03/05/22,Alcoholic Beverages
36085,25/12/22,Dairy Products
28294,10/12/22,Dairy Products
41258,21/10/22,Vegetables
19782,18/10/22,Non-Alcoholic Beverages
20664,26/12/22,Dairy Products
17591,30/11/22,Dairy Products
34405,05/08/22,Fruits
18046,23/08/22,Meat Products
33999,10/08/22,Pastries
37100,14/07/22,Fruits
28021,14/06/22,Vegetables
14798,28/06/22,Fruits
40173,29/12/22,Fruits
18886,01/08/22,Pet-Care Products
22337,08/06/22,Dairy Products
41279,06/02/22,Snacks/Sweets
35147,07/05/22,Pastries
25067,15/06/22,Pet-Care Products
19208,02/05/22,Fruits
25515,03/05/22,Cooking Ingredients
33474,09/12/22,Alcoholic Beverages
14000,17/03/22,Non-Alcoholic Beverages
22988,30/11/22,Vegetables
29365,10/10/22,Alcoholic Beverages
18424,09/02/22,Dairy Products
36498,30/10/22,Alcoholic Beverages
20356,05/01/22,Vegetables
28868,12/06/22,Cooking Ingredients
30891,29/10/22,Vegetables
40369,28/10/22,Pastries
14672,04/10/22,Fruits
25417,23/06/22,Household and Cleaning Products
30366,25/05/22,Pastries
33117,30/07/22,Meat Products
14112,30/08/22,Alcoholic Beverages
25550,23/10/22,Meat Products
22659,02/10/22,Vegetables
20510,25/12/22,Dairy Products
33320,08/03/22,Snacks/Sweets
17710,29/12/22,Vegetables
27335,08/10/22,Vegetables
33138,04/02/22,Alcoholic Beverages
27363,11/11/22,Vegetables
37849,02/05/22,Non-Alcoholic Beverages
15281,25/11/22,Pastries
35420,25/07/22,Household and Cleaning Products
30541,08/05/22,Vegetables
15960,21/04/22,Snacks/Sweets
33180,25/08/22,Pastries
22183,24/07/22,Meat Products
22834,27/12/22,Dairy Products
26922,02/11/22,Vegetables
23702,26/07/22,Pastries
36477,15/05/22,Dairy Products
16604,22/09/22,Snacks/Sweets
33495,04/08/22,Household and Cleaning Products
39431,05/12/22,Vegetables
18809,27/07/22,Snacks/Sweets
37443,24/11/22,Dairy Products
39025,26/03/22,Fruits
19642,19/11/22,Dairy Products
36911,16/03/22,Non-Alcoholic Beverages
13811,24/02/22,Fruits
30800,19/05/22,Non-Alcoholic Beverages
23989,26/08/22,Meat Products
35623,24/03/22,Alcoholic Beverages
23457,12/12/22,Vegetables
31108,31/07/22,Snacks/Sweets
25599,11/08/22,Vegetables
24521,14/01/22,Pastries
20608,18/10/22,Cooking Ingredients
33418,03/02/22,Non-Alcoholic Beverages
23387,29/09/22,Dairy Products
36974,26/04/22,Pastries
24507,30/04/22,Snacks/Sweets
25844,23/02/22,Alcoholic Beverages
38444,04/11/22,Vegetables
32893,07/03/22,Vegetables
32676,24/12/22,Household and Cleaning Products
18291,07/06/22,Household and Cleaning Products
33292,29/12/22,Snacks/Sweets
41104,02/07/22,Alcoholic Beverages
33425,14/06/22,Non-Alcoholic Beverages
41048,26/09/22,Fruits
40775,04/07/22,Dairy Products
38101,21/01/22,Alcoholic Beverages
33383,28/01/22,Dairy Products
36211,22/01/22,Vegetables
18662,11/08/22,Pastries
24150,10/11/22,Cooking Ingredients
36197,07/07/22,Vegetables
28140,18/07/22,Household and Cleaning Products
40915,17/07/22,Meat Products
34699,28/02/22,Dairy Products
26803,13/02/22,Non-Alcoholic Beverages
19327,05/06/22,Snacks/Sweets
33516,18/02/22,Fruits
29239,03/07/22,Vegetables
37779,21/03/22,Foods
17227,24/12/22,Dairy Products
16506,08/12/22,Dairy Products
39137,26/08/22,Dairy Products
33845,06/04/22,Dairy Products
25851,04/06/22,Dairy Products
21049,21/07/22,Personal Care Products
24227,17/07/22,Non-Alcoholic Beverages
37611,28/01/22,Snacks/Sweets
40845,05/03/22,Vegetables
30807,21/09/22,Fruits
15960,08/11/22,Non-Alcoholic Beverages
34825,14/06/22,Pastries
19250,13/11/22,Fruits
22302,11/08/22,Non-Alcoholic Beverages
32662,13/07/22,Dairy Products
24955,09/08/22,Dairy Products
29148,19/09/22,Vegetables
16954,25/01/22,Non-Alcoholic Beverages
21007,22/08/22,Foods
29743,09/09/22,Non-Alcoholic Beverages
38073,25/10/22,Dairy Products
32074,06/03/22,Snacks/Sweets
19782,05/04/22,Non-Alcoholic Beverages
21945,12/02/22,Dairy Products
19110,02/02/22,Fruits
16387,14/10/22,Pastries
22526,03/01/22,Pastries
18123,20/01/22,Non-Alcoholic Beverages
33005,02/07/22,Dairy Products
32844,28/12/22,Alcoholic Beverages
40649,24/12/22,Vegetables
32347,24/12/22,Vegetables
22981,20/11/22,Alcoholic Beverages
24668,17/05/22,Dairy Products
33446,21/06/22,Dairy Products
39802,11/05/22,Vegetables
33873,12/06/22,Vegetables
14595,21/02/22,Vegetables
39354,09/07/22,Household and Cleaning Products
32998,06/03/22,Dairy Products
19285,20/06/22,Alcoholic Beverages
38941,12/06/22,Fruits
14329,22/05/22,Pastries
34167,05/11/22,Household and Cleaning Products
29372,02/09/22,Pastries
29876,09/11/22,Pastries
36477,14/08/22,Non-Alcoholic Beverages
36617,16/05/22,Alcoholic Beverages
18431,01/10/22,Fruits
23590,17/01/22,Dairy Products
13755,08/03/22,Meat Products
28532,27/02/22,Pastries
35644,28/09/22,Pastries
27755,30/03/22,Dairy Products
28315,20/04/22,Fruits
16506,12/03/22,Dairy Products
39165,02/03/22,Meat Products
28406,01/10/22,Meat Products
31969,01/08/22,Dairy Products
22225,27/11/22,Fruits
16877,15/02/22,Meat Products
39137,11/09/22,Meat Products
27881,17/09/22,Non-Alcoholic Beverages
38563,04/04/22,Alcoholic Beverages
26558,13/06/22,Dairy Products
15981,28/01/22,Dairy Products
17675,11/03/22,Fruits
23303,22/10/22,Fruits
16548,24/06/22,Cooking Ingredients
25725,13/05/22,Fruits
17920,13/02/22,Meat Products
26901,28/09/22,Pastries
15568,21/06/22,Fruits
36330,14/11/22,Dairy Products
36771,15/06/22,Dairy Products
13832,06/06/22,Fruits
28378,29/10/22,Fruits
31423,17/04/22,Dairy Products
15568,29/05/22,Fruits
26215,13/03/22,Non-Alcoholic Beverages
25830,08/02/22,Vegetables
20580,05/02/22,Vegetables
33838,17/02/22,Vegetables
31262,03/11/22,Alcoholic Beverages
27804,28/02/22,Pastries
25900,31/01/22,Vegetables
13650,15/02/22,Fruits
32494,30/04/22,Meat Products
31738,06/01/22,Foods
35756,09/08/22,Vegetables
20748,31/05/22,Meat Products
16583,12/01/22,Non-Alcoholic Beverages
16443,25/12/22,Vegetables
38689,02/09/22,Vegetables
36610,07/08/22,Non-Alcoholic Beverages
30681,08/04/22,Pastries
35511,26/12/22,Vegetables
23128,14/08/22,Pastries
26285,18/01/22,Fruits
14595,28/03/22,Vegetables
21070,24/03/22,Fruits
15610,01/08/22,Vegetables
38003,21/01/22,Foods
36533,26/06/22,Alcoholic Beverages
20965,19/12/22,Dairy Products
35357,08/09/22,Vegetables
23485,16/02/22,Dairy Products
27258,07/06/22,Meat Products
37394,11/01/22,Dairy Products
28721,24/09/22,Meat Products
27839,13/04/22,Dairy Products
22190,22/06/22,Pastries
21126,25/02/22,Dairy Products
35637,07/12/22,Meat Products
19810,05/07/22,Dairy Products
33250,21/07/22,Vegetables
35476,10/11/22,Dairy Products
34685,23/07/22,Non-Alcoholic Beverages
24465,02/09/22,Meat Products
16156,08/02/22,Vegetables
40166,08/08/22,Foods
28140,26/05/22,Meat Products
34622,05/10/22,Cooking Ingredients
23422,17/03/22,Dairy Products
15428,05/12/22,Dairy Products
37527,24/03/22,Fruits
32949,07/04/22,Pastries
34923,07/03/22,Dairy Products
36757,19/07/22,Dairy Products
26446,06/07/22,Non-Alcoholic Beverages
17444,07/04/22,Fruits
19544,07/06/22,Household and Cleaning Products
31276,02/09/22,Dairy Products
22386,25/01/22,Snacks/Sweets
34888,02/03/22,Meat Products
23086,26/09/22,Non-Alcoholic Beverages
31234,05/04/22,Pastries
32340,01/01/22,Vegetables
16100,13/12/22,Vegetables
40530,07/08/22,Meat Products
35259,16/02/22,Vegetables
31129,30/06/22,Fruits
22589,25/11/22,Snacks/Sweets
39592,23/06/22,Miscellaneous
16282,31/03/22,Alcoholic Beverages
18382,24/06/22,Alcoholic Beverages
40152,30/11/22,Alcoholic Beverages
19243,13/10/22,Pastries
34034,28/06/22,Household and Cleaning Products
24738,06/01/22,Dairy Products
31318,08/04/22,Non-Alcoholic Beverages
30562,16/10/22,Pastries
37555,05/01/22,Fruits
14280,28/12/22,Pastries
18557,30/08/22,Dairy Products
27398,25/10/22,Alcoholic Beverages
27384,31/07/22,Dairy Products
14672,21/03/22,Meat Products
15883,11/02/22,Dairy Products
39151,14/09/22,Fruits
14560,02/12/22,Pastries
35707,16/08/22,Alcoholic Beverages
40558,09/04/22,Vegetables
36092,03/06/22,Vegetables
18823,09/06/22,Dairy Products
38619,08/09/22,Pastries
29666,15/12/22,Fruits
29190,22/03/22,Fruits
35175,30/08/22,Pastries
39130,10/01/22,Pastries
19712,13/08/22,Non-Alcoholic Beverages
19516,30/03/22,Pastries
24087,18/06/22,Alcoholic Beverages
41489,19/04/22,Cooking Ingredients
37583,17/02/22,Pastries
36358,03/11/22,Alcoholic Beverages
30009,18/01/22,Vegetables
17227,16/06/22,Fruits
13937,24/03/22,Meat Products
31626,06/10/22,Meat Products
15029,25/10/22,Meat Products
26418,18/07/22,Alcoholic Beverages
15428,01/02/22,Vegetables
23296,09/11/22,Cooking Ingredients
37282,14/02/22,Non-Alcoholic Beverages
14609,31/01/22,Vegetables
38129,14/06/22,Miscellaneous
20279,16/06/22,Vegetables
37086,03/07/22,Fruits
19502,13/05/22,Vegetables
24661,30/11/22,Vegetables
30772,09/11/22,Dairy Products
19145,18/09/22,Dairy Products
34384,03/02/22,Meat Products
35714,06/06/22,Dairy Products
20426,07/08/22,Meat Products
36554,11/06/22,Alcoholic Beverages
29162,24/12/22,Meat Products
21637,23/11/22,Dairy Products
40656,21/09/22,Pastries
35105,02/08/22,Snacks/Sweets
26957,20/09/22,Dairy Products
25480,12/03/22,Alcoholic Beverages
30324,25/06/22,Non-Alcoholic Beverages
28581,05/06/22,Vegetables
17899,08/04/22,Meat Products
14476,10/09/22,Fruits
26075,21/02/22,Pastries
33796,22/11/22,Fruits
32886,21/07/22,Meat Products
23016,11/08/22,Vegetables
28175,11/07/22,Dairy Products
22932,04/03/22,Alcoholic Beverages
28924,25/10/22,Dairy Products
26411,07/02/22,Vegetables
13853,03/09/22,Dairy Products
18179,26/06/22,Meat Products
24269,01/09/22,Meat Products
27405,20/09/22,Miscellaneous
35448,20/03/22,Dairy Products
19292,28/01/22,Pastries
24934,13/05/22,Meat Products
39578,24/11/22,Snacks/Sweets
39333,06/04/22,Fruits
24906,05/09/22,Household and Cleaning Products
40026,24/02/22,Vegetables
25928,01/09/22,Vegetables
25144,06/06/22,Snacks/Sweets
27531,30/04/22,Dairy Products
20965,21/05/22,Vegetables
25956,24/08/22,Meat Products
26579,24/08/22,Fruits
35245,13/06/22,Meat Products
27300,13/12/22,Dairy Products
41034,13/08/22,Vegetables
20335,15/02/22,Vegetables
39865,10/12/22,Fruits
37968,13/11/22,Meat Products
26768,25/07/22,Dairy Products
41097,29/03/22,Vegetables
35532,17/08/22,Vegetables
37142,07/01/22,Foods
20958,31/05/22,Dairy Products
33740,20/04/22,Dairy Products
18088,05/10/22,Dairy Products
39466,16/03/22,Non-Alcoholic Beverages
27384,13/12/22,Dairy Products
36666,19/01/22,Vegetables
15827,11/12/22,Fruits
30233,23/02/22,Dairy Products
30198,19/10/22,Snacks/Sweets
27650,02/04/22,Vegetables
40642,05/05/22,Fruits
31416,24/03/22,Dairy Products
23338,17/11/22,Fruits
26096,06/06/22,Meat Products
39984,12/08/22,Vegetables
37065,09/01/22,Fruits
18494,02/08/22,Dairy Products
23107,17/08/22,Alcoholic Beverages
21077,29/07/22,Vegetables
39438,26/09/22,Meat Products
19082,06/07/22,Meat Products
20139,13/03/22,Fruits
15645,24/02/22,Vegetables
19145,22/03/22,Meat Products
27048,19/07/22,Vegetables
30205,07/01/22,Non-Alcoholic Beverages
15652,13/12/22,Meat Products
13923,12/10/22,Dairy Products
26551,13/02/22,Pastries
17514,11/03/22,Fruits
39998,29/03/22,Dairy Products
16303,31/07/22,Pastries
28385,27/05/22,Meat Products
17906,21/09/22,Vegetables
25088,23/12/22,Household and Cleaning Products
31773,03/06/22,Snacks/Sweets
40418,28/03/22,Alcoholic Beverages
14322,15/05/22,Meat Products
31262,04/09/22,Household and Cleaning Products
37898,19/07/22,Dairy Products
33285,28/03/22,Foods
40628,17/11/22,Fruits
26684,23/10/22,Dairy Products
22232,16/01/22,Vegetables
41363,22/08/22,Vegetables
21427,05/07/22,Meat Products
18102,22/02/22,Vegetables
23324,26/09/22,Dairy Products
19390,29/07/22,Dairy Products
40432,04/12/22,Meat Products
19453,28/12/22,Alcoholic Beverages
22974,02/11/22,Dairy Products
23240,29/12/22,Snacks/Sweets
17591,25/04/22,Meat Products
15946,25/05/22,Fruits
33887,27/10/22,Pastries
25123,09/08/22,Non-Alcoholic Beverages
25186,28/07/22,Fruits
28140,26/02/22,Dairy Products
39592,03/03/22,Non-Alcoholic Beverages
38241,17/04/22,Vegetables
24773,28/09/22,Pastries
20209,31/05/22,Fruits
22239,05/01/22,Dairy Products
36470,19/12/22,Snacks/Sweets
25578,11/10/22,Alcoholic Beverages
35595,15/04/22,Foods
30702,28/01/22,Non-Alcoholic Beverages
40166,30/04/22,Household and Cleaning Products
39844,31/08/22,Vegetables
35966,24/08/22,Meat Products
17535,03/06/22,Fruits
19047,30/08/22,Pastries
29757,27/05/22,Pastries
33446,13/08/22,Fruits
17745,27/07/22,Dairy Products
18424,30/05/22,Dairy Products
39984,15/10/22,Meat Products
15687,02/12/22,Household and Cleaning Products
17920,21/06/22,Alcoholic Beverages
26621,12/01/22,Snacks/Sweets
40733,16/03/22,Dairy Products
15232,22/06/22,Meat Products
36099,15/09/22,Meat Products
20692,23/12/22,Vegetables
25382,09/08/22,Pastries
31416,09/11/22,Miscellaneous
32361,05/01/22,Miscellaneous
38878,30/03/22,Fruits
28427,09/01/22,Non-Alcoholic Beverages
28385,12/06/22,Household and Cleaning Products
22218,10/10/22,Household and Cleaning Products
16828,08/12/22,Household and Cleaning Products
37709,19/10/22,Vegetables
21259,20/10/22,Pastries
37212,06/05/22,Dairy Products
23394,14/04/22,Pastries
34958,25/03/22,Fruits
22127,13/02/22,Fruits
30345,05/11/22,Meat Products
29008,05/09/22,Snacks/Sweets
28434,16/04/22,Non-Alcoholic Beverages
23660,08/06/22,Snacks/Sweets
25424,14/02/22,Non-Alcoholic Beverages
37660,12/12/22,Miscellaneous
23569,06/12/22,Snacks/Sweets
28910,11/05/22,Foods
38969,01/05/22,Dairy Products
17024,06/03/22,Meat Products
37205,24/09/22,Pet-Care Products
29351,11/12/22,Vegetables
24024,27/05/22,Dairy Products
40131,11/11/22,Cooking Ingredients
33047,20/02/22,Fruits
14231,24/07/22,Pastries
39956,31/03/22,Dairy Products
36876,20/01/22,Pastries
28343,29/05/22,Vegetables
18879,24/12/22,Cooking Ingredients
36883,24/09/22,Dairy Products
38556,24/12/22,Vegetables
28560,07/06/22,Pastries
24892,19/06/22,Household and Cleaning Products
17332,08/12/22,Vegetables
15820,11/07/22,Fruits
14826,11/09/22,Meat Products
39935,25/09/22,Non-Alcoholic Beverages
16849,05/02/22,Vegetables
24206,07/04/22,Vegetables
29729,09/04/22,Dairy Products
15225,27/06/22,Miscellaneous
37968,28/07/22,Household and Cleaning Products
26208,16/08/22,Snacks/Sweets
39179,26/07/22,Vegetables
16023,03/09/22,Dairy Products
21616,21/03/22,Vegetables
23737,08/03/22,Dairy Products
27783,14/12/22,Dairy Products
19362,17/11/22,Vegetables
41048,23/01/22,Snacks/Sweets
26544,17/11/22,Fruits
35847,15/11/22,Meat Products
31045,26/03/22,Fruits
18753,30/10/22,Foods
41307,18/08/22,Fruits
18893,28/07/22,Dairy Products
34335,07/04/22,Vegetables
29792,16/06/22,Snacks/Sweets
19348,07/01/22,Pastries
22001,09/10/22,Pastries
15036,11/11/22,Non-Alcoholic Beverages
17591,28/02/22,Dairy Products
28994,22/07/22,Fruits
26971,11/10/22,Fruits
15519,06/09/22,Fruits
26264,17/02/22,Fruits
18144,27/12/22,Miscellaneous
22680,23/04/22,Dairy Products
35091,11/03/22,Fruits
19236,27/10/22,Dairy Products
34377,04/05/22,Foods
34139,23/04/22,Meat Products
35658,19/07/22,Pastries
41286,30/12/22,Vegetables
24199,27/11/22,Pastries
17276,29/05/22,Vegetables
33292,02/11/22,Non-Alcoholic Beverages
13811,28/04/22,Non-Alcoholic Beverages
36652,24/12/22,Dairy Products
39361,21/11/22,Snacks/Sweets
27566,12/08/22,Dairy Products
14252,12/10/22,Snacks/Sweets
39123,14/12/22,Dairy Products
41279,27/04/22,Meat Products
24178,01/09/22,Alcoholic Beverages
40950,28/06/22,Household and Cleaning Products
18627,12/07/22,Dairy Products
16023,19/02/22,Vegetables
21637,03/02/22,Vegetables
23569,01/11/22,Vegetables
36190,04/02/22,Fruits
16464,03/12/22,Fruits
27097,22/06/22,Dairy Products
34118,12/04/22,Dairy Products
29631,26/02/22,Pastries
22715,13/12/22,Dairy Products
36337,28/04/22,Non-Alcoholic Beverages
15848,29/03/22,Pastries
32172,10/07/22,Meat Products
31717,17/04/22,Snacks/Sweets
26152,08/08/22,Pastries
25214,20/01/22,Alcoholic Beverages
20559,15/02/22,Alcoholic Beverages
37457,30/07/22,Vegetables
22008,28/10/22,Meat Products
36680,24/12/22,Fruits
27720,29/10/22,Vegetables
35490,08/10/22,Fruits
23373,26/08/22,Pastries
23331,18/06/22,Dairy Products
20706,06/12/22,Fruits
34356,05/09/22,Dairy Products
19152,26/07/22,Meat Products
22925,31/05/22,Vegetables
20860,08/04/22,Non-Alcoholic Beverages
38941,06/06/22,Non-Alcoholic Beverages
29120,16/01/22,Non-Alcoholic Beverages
29862,13/10/22,Meat Products
32067,15/04/22,Fruits
38248,21/07/22,Fruits
33313,10/05/22,Fruits
36218,18/10/22,Pastries
23632,09/10/22,Vegetables
28049,25/05/22,Alcoholic Beverages
27503,24/04/22,Meat Products
27167,17/08/22,Fruits
27433,17/01/22,Vegetables
14756,29/05/22,Miscellaneous
32214,16/06/22,Dairy Products
23646,06/06/22,Non-Alcoholic Beverages
15596,10/08/22,Vegetables
16996,06/01/22,Cooking Ingredients
17234,09/11/22,Foods
16597,18/09/22,Dairy Products
38556,28/07/22,Meat Products
25732,27/08/22,Vegetables
26334,17/10/22,Dairy Products
17122,14/09/22,Dairy Products
14294,25/05/22,Meat Products
41398,06/01/22,Alcoholic Beverages
36750,06/12/22,Snacks/Sweets
33978,05/12/22,Fruits
24787,04/02/22,Meat Products
39361,07/02/22,Fruits
30247,01/09/22,Snacks/Sweets
18515,13/11/22,Vegetables
31241,30/11/22,Dairy Products
14168,24/04/22,Vegetables
29561,04/01/22,Non-Alcoholic Beverages
31024,26/03/22,Non-Alcoholic Beverages
32480,25/08/22,Household and Cleaning Products
18900,26/07/22,Fruits
36085,21/01/22,Vegetables
19768,11/03/22,Vegetables
31913,14/09/22,Snacks/Sweets
36071,31/08/22,Vegetables
21336,21/03/22,Cooking Ingredients
20048,03/06/22,Pastries
21721,27/10/22,Fruits
32928,11/08/22,Personal Care Products
17997,30/05/22,Alcoholic Beverages
14511,04/12/22,Vegetables
16688,02/05/22,Vegetables
23877,15/06/22,Dairy Products
22778,20/02/22,Snacks/Sweets
21560,21/02/22,Dairy Products
35357,22/04/22,Fruits
30639,02/06/22,Fruits
37667,05/01/22,Fruits
35203,16/09/22,Dairy Products
23366,01/08/22,Fruits
40684,22/03/22,Vegetables
22078,12/09/22,Meat Products
28847,28/09/22,Miscellaneous
40271,26/08/22,Fruits
21497,30/01/22,Cooking Ingredients
40201,17/09/22,Foods
15337,28/08/22,Fruits
34979,18/12/22,Dairy Products
30296,07/12/22,Non-Alcoholic Beverages
39088,04/12/22,Pastries
18627,28/08/22,Fruits
13720,30/05/22,Dairy Products
18172,12/05/22,Vegetables
21322,08/01/22,Dairy Products
21854,07/06/22,Vegetables
21231,07/05/22,Vegetables
16912,21/11/22,Meat Products
36050,16/09/22,Fruits
34895,26/11/22,Fruits
40425,28/05/22,Snacks/Sweets
32984,17/03/22,Pastries
18991,26/11/22,Dairy Products
21679,23/06/22,Household and Cleaning Products
21651,31/05/22,Household and Cleaning Products
20510,13/05/22,Non-Alcoholic Beverages
31087,09/09/22,Non-Alcoholic Beverages
30828,19/02/22,Meat Products
15218,25/06/22,Vegetables
27419,27/08/22,Pastries
19236,02/01/22,Vegetables
30086,25/07/22,Alcoholic Beverages
40712,27/08/22,Vegetables
34265,20/05/22,Meat Products
32585,13/05/22,Meat Products
23429,10/11/22,Fruits
31416,10/06/22,Alcoholic Beverages
19614,24/11/22,Dairy Products
41265,04/03/22,Alcoholic Beverages
25970,25/06/22,Non-Alcoholic Beverages
24122,15/05/22,Pastries
21924,26/11/22,Vegetables
17101,29/12/22,Fruits
16324,25/06/22,Snacks/Sweets
33537,31/08/22,Vegetables
19950,10/03/22,Fruits
17962,11/08/22,Pastries
30282,09/05/22,Dairy Products
20090,08/12/22,Dairy Products
36785,28/02/22,Dairy Products
33677,04/04/22,Dairy Products
17017,02/05/22,Dairy Products
26859,23/07/22,Dairy Products
33397,12/01/22,Dairy Products
33782,24/09/22,Meat Products
19334,16/04/22,Dairy Products
16499,02/12/22,Snacks/Sweets
34090,09/10/22,Fruits
20986,15/03/22,Meat Products
13601,04/02/22,Fruits
17122,04/04/22,Meat Products
28868,04/03/22,Meat Products
30156,18/07/22,Vegetables
30422,01/09/22,Non-Alcoholic Beverages
17843,23/12/22,Alcoholic Beverages
22610,26/03/22,Meat Products
40649,04/04/22,Household and Cleaning Products
13930,17/09/22,Meat Products
19068,23/02/22,Vegetables
35252,03/10/22,Meat Products
15022,09/12/22,Dairy Products
34587,13/01/22,Foods
36435,02/09/22,Alcoholic Beverages
26684,28/01/22,Non-Alcoholic Beverages
36113,05/05/22,Pastries
15099,28/05/22,Meat Products
41265,05/07/22,Cooking Ingredients
25389,23/01/22,Dairy Products
14147,13/05/22,Meat Products
33481,13/11/22,Household and Cleaning Products
36771,05/10/22,Meat Products
37401,13/03/22,Vegetables
37289,18/02/22,Fruits
24402,09/03/22,Fruits
21672,02/06/22,Fruits
14399,07/11/22,Fruits
34160,10/11/22,Fruits
19166,16/12/22,Fruits
26656,02/08/22,Non-Alcoholic Beverages
28700,09/10/22,Dairy Products
27629,15/04/22,Vegetables
17906,20/07/22,Snacks/Sweets
20363,05/06/22,Pastries
26593,11/01/22,Fruits
30765,24/12/22,Household and Cleaning Products
37331,18/07/22,Meat Products
13762,14/05/22,Household and Cleaning Products
30835,31/05/22,Vegetables
26243,08/02/22,Vegetables
13734,30/12/22,Meat Products
27888,29/01/22,Personal Care Products
35973,23/06/22,Meat Products
36533,06/09/22,Foods
36372,03/02/22,Dairy Products
32613,22/03/22,Fruits
34062,26/09/22,Snacks/Sweets
15456,07/10/22,Alcoholic Beverages
26922,19/12/22,Meat Products
33061,30/04/22,Vegetables
39963,15/05/22,Vegetables
29582,13/05/22,Vegetables
34594,14/11/22,Meat Products
18634,21/07/22,Fruits
