@relation binary_matrix_36-60

@attribute 'Alcoholic Beverages' {y}
@attribute 'Cooking Ingredients' {y}
@attribute 'Dairy Products' {y}
@attribute Foods {y}
@attribute Fruits {y}
@attribute 'Household and Cleaning Products' {y}
@attribute 'Meat Products' {y}
@attribute Miscellaneous {y}
@attribute 'Non-Alcoholic Beverages' {y}
@attribute Pastries {y}
@attribute 'Personal Care Products' {y}
@attribute 'Pet-Care Products' {y}
@attribute Snacks/Sweets {y}
@attribute Vegetables {y}

@data
?,?,?,?,?,?,?,?,?,?,?,?,?,y
?,y,?,y,?,y,?,?,?,y,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,?,y
?,?,?,?,?,?,y,?,y,?,?,?,?,?
?,?,y,?,y,?,?,?,?,?,?,?,y,?
?,?,?,y,y,?,?,?,?,?,?,?,?,?
?,?,?,?,?,y,?,?,y,y,?,y,?,?
?,?,?,y,?,y,?,?,?,y,?,?,?,?
?,?,y,?,?,?,?,?,?,y,?,?,?,y
?,?,?,?,?,?,?,?,?,y,?,?,y,?
?,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,y,?,?,?,?,y,?,?,?,?
?,y,?,?,?,?,?,?,?,y,?,?,?,?
?,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,y,?,?,?,?,?
?,y,y,?,?,?,?,?,y,?,?,?,?,?
y,?,?,?,?,?,?,?,?,?,?,?,y,y
?,?,?,?,?,?,y,?,y,?,?,?,?,?
y,?,?,?,?,y,?,?,?,?,?,?,?,?
?,?,y,y,?,?,?,?,y,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,y,?,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,y
y,?,y,?,?,?,?,?,?,?,?,?,?,?
y,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,?,y,?,?,?,?,y,?,?,?,?,?
y,?,?,?,?,?,?,y,?,y,?,?,y,?
?,?,?,?,y,y,?,?,?,y,?,?,?,y
?,?,y,?,y,?,y,?,y,y,?,?,?,?
?,y,?,?,?,?,y,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,y,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,y,?
?,?,?,?,?,y,?,?,?,?,?,?,?,y
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,y,y,?,?,?,y,?,?,y,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,?
?,y,?,?,?,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,y,y,?,?,?,y
?,?,?,?,y,?,?,?,?,?,?,?,y,?
?,?,?,?,?,?,?,?,y,?,?,?,?,y
?,?,?,?,?,?,?,?,?,?,?,?,y,y
?,?,?,?,?,?,?,?,y,?,?,?,y,?
?,?,y,?,?,?,y,?,?,?,?,?,?,y
y,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,?,?,y,?,?,?,?,?,?,?,y,?
?,?,y,?,?,?,?,?,y,y,?,?,?,?
y,?,y,?,?,?,?,y,?,y,?,?,?,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,y,y,?,?,?,?
?,?,y,?,y,?,y,?,y,?,?,?,?,?
y,?,y,?,?,?,y,?,?,y,?,?,y,y
?,?,y,y,y,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,y,?,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,?,?
?,?,y,?,y,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,y,?
?,?,y,?,?,?,?,?,y,?,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,y,?,y
?,?,?,?,y,?,?,?,?,y,?,?,?,?
?,?,y,?,y,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,y,?,?,?,?,y
?,?,?,?,y,?,?,?,y,?,?,?,?,?
?,y,?,?,?,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,y,?,y,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,y,?
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,?,y,?,?,y,?,?,?,y
y,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
y,?,?,?,?,?,?,y,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,y,?
y,?,?,?,?,?,?,?,?,y,?,?,?,?
?,?,y,?,y,?,y,?,?,?,?,?,y,?
?,y,?,y,?,?,?,?,?,?,?,?,y,?
?,?,?,?,?,?,?,?,y,y,?,?,?,?
y,?,?,?,?,?,?,?,y,?,?,?,?,?
?,?,?,?,?,?,y,?,y,?,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,y,?
y,y,?,y,y,?,y,?,y,y,?,?,?,?
y,?,?,?,?,?,?,?,?,y,?,?,y,?
?,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,y,?,y,?,?,?,?
y,?,y,?,?,?,?,?,?,?,?,?,?,y
?,y,y,?,?,?,y,?,?,?,?,?,?,?
y,?,?,?,?,?,y,?,?,?,?,?,y,?
y,y,y,?,y,?,y,?,y,y,?,?,?,?
?,?,?,?,?,?,?,?,y,?,?,?,?,y
?,?,?,?,?,?,y,?,?,?,?,?,y,?
?,?,y,?,?,?,?,?,y,?,?,?,?,y
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,?,?,?,?,y,?,y,?,?,?,?,?
?,?,?,y,?,?,y,?,?,?,?,?,?,?
?,?,y,y,?,?,?,?,?,?,?,?,?,?
?,?,?,?,y,y,?,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,y,?
?,?,y,?,?,?,?,?,?,?,?,?,y,?
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,y,?,?,?,?,?,?,y,?,?,y,?
?,?,y,?,?,?,?,?,y,?,?,?,?,?
?,?,?,?,y,?,?,?,y,?,?,?,?,?
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,y,?,?,?,?,?,y,?,?,?,?,y,y
y,?,?,?,?,y,?,?,?,?,?,?,?,?
?,?,?,y,?,?,?,?,?,?,?,y,?,?
?,y,?,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,y,y,?,?,?,?,?,?,?,?
y,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,?,y,?,?,y,?,y,?,?,?,?,?
?,?,?,?,?,?,y,?,?,?,?,?,y,?
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,?,?,y,?,?,?,y,y,?,?,?,y
y,?,y,y,?,?,?,y,?,?,?,?,?,?
y,?,?,?,?,?,?,?,?,y,?,?,?,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
y,?,?,?,?,?,?,?,?,?,?,?,y,?
?,?,?,y,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,?,?,?,y,?,?,?,y,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,?,?,y,?,?,?,y,?,?,?,?,?
?,?,?,?,?,y,?,?,?,?,?,?,?,?
?,?,?,?,y,?,y,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,y,?
?,?,?,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,y,y
?,?,?,?,?,?,y,?,y,?,?,?,?,?
?,?,?,?,y,?,?,?,?,y,?,?,?,?
?,?,?,?,y,?,?,?,?,y,?,?,?,?
?,?,y,?,?,?,?,?,y,y,?,?,?,?
?,?,?,?,?,y,?,?,?,y,?,?,?,?
?,?,?,?,y,?,?,?,y,?,?,?,?,y
?,?,?,?,?,?,y,?,?,y,?,?,?,?
?,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,?,y,y,?,?,?,?,?,?,?,?,y
?,?,?,?,?,?,y,?,?,?,?,?,y,?
?,?,y,?,?,?,y,?,y,?,?,?,?,y
?,y,y,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,y,?,?,?,y,?,?,?,?,?
?,?,y,?,?,y,?,?,?,?,?,?,?,?
y,?,?,?,?,?,y,?,?,?,?,?,?,?
?,?,?,?,?,y,?,?,?,?,?,?,?,?
?,?,?,?,?,y,?,?,?,?,?,?,?,y
?,?,y,y,?,?,?,?,?,y,?,?,y,y
?,?,y,y,?,?,?,?,?,?,?,?,?,?
?,?,?,y,?,?,?,y,?,?,?,?,?,?
?,?,?,?,?,y,?,?,?,?,?,?,y,?
?,?,y,?,?,?,?,?,?,?,?,y,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,?
?,y,?,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,?,y
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,y,?,y,?,?,?,?,?,?,?,?,?
?,?,y,?,y,?,?,?,?,?,?,?,y,?
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,y,y,?,?,?,?,?,?,y
?,?,?,?,y,?,y,?,y,y,?,?,y,?
?,y,?,?,?,?,?,?,?,?,?,?,y,?
?,?,?,?,?,?,?,?,y,?,?,?,y,?
?,?,?,?,y,?,y,?,?,?,?,?,?,?
?,?,?,?,?,y,?,?,?,?,?,?,?,y
y,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,y,?,?,y,?,?,?,?
?,?,?,?,?,y,y,?,?,?,?,?,?,y
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,y,?,?,?,?,y,?,?,?,?,?,?
?,y,?,y,?,?,y,?,?,?,?,?,?,y
?,?,?,?,y,?,?,?,?,y,?,?,y,?
?,?,?,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,?,y,?,?,?,?,?,y,?
y,?,?,?,?,?,?,?,?,?,?,?,y,?
?,?,?,?,?,?,y,?,?,?,?,?,?,y
?,?,y,?,?,?,?,?,y,y,?,?,y,?
?,?,?,?,?,?,?,?,?,?,?,?,?,y
?,?,?,?,?,?,?,?,?,?,?,?,y,y
?,?,?,?,y,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,y,y,?,?,?,?,?,y
?,?,y,?,?,?,?,?,?,?,?,?,y,?
?,?,?,y,?,y,?,?,?,?,?,?,?,y
y,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,?,?,?,?,?,?,?,y,?,?,y,?
?,?,y,?,?,?,y,?,y,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,y,y
?,?,?,?,y,?,?,?,y,?,?,?,?,?
?,?,?,?,?,?,y,?,?,y,?,?,?,?
?,y,?,?,?,y,?,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,y,?,?,y,?
?,?,y,?,?,?,?,?,y,y,?,?,?,?
?,?,y,?,?,y,?,?,?,y,?,?,?,?
y,?,?,?,y,?,?,?,?,?,?,?,?,?
y,?,?,?,?,?,?,?,?,?,?,?,?,y
y,?,?,?,?,?,y,?,y,?,?,?,?,y
?,?,?,?,?,y,y,?,?,?,?,?,?,?
?,?,?,?,?,?,y,?,?,?,?,?,?,y
?,y,?,?,y,?,y,?,?,y,?,?,?,y
?,?,?,?,?,y,y,?,?,?,?,?,?,?
y,?,?,?,y,?,?,?,?,?,?,?,?,?
?,?,y,?,y,?,?,?,y,?,?,?,?,?
?,?,y,?,y,?,?,?,?,?,?,?,?,?
?,?,y,?,y,?,?,?,?,?,?,?,?,?
?,?,?,?,y,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,y,?
?,?,?,?,y,?,y,?,?,?,?,?,?,?
y,?,y,?,?,?,?,?,?,y,?,?,?,y
?,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,y,?,?,y,?,?,y,?,?,?,y,?
?,?,?,?,?,?,?,?,y,y,?,?,?,?
y,?,?,?,?,?,?,?,?,y,?,?,?,?
y,?,y,?,?,?,y,?,y,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,y
y,?,?,?,?,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,y,?,?,?,?,y
?,?,?,?,?,?,y,?,?,?,?,?,?,y
?,?,?,?,y,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,?,y
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,y,?,?,?,y,?,?,?,?,?,?,y
?,?,?,?,?,y,?,?,?,?,?,?,?,y
?,?,?,?,?,?,?,?,?,?,?,?,?,y
?,?,?,?,y,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,y,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,y,?
?,?,?,?,?,?,?,?,?,?,?,y,?,y
?,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,?
?,y,?,?,?,?,?,?,?,y,?,?,?,?
?,y,y,?,?,?,y,?,?,?,?,?,?,?
?,?,y,?,?,y,?,?,?,?,?,?,y,?
?,?,y,?,?,y,?,?,?,?,?,?,?,?
y,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,y
?,?,?,?,?,?,y,?,?,?,?,?,?,y
y,?,?,?,?,y,y,?,?,?,?,?,?,y
y,?,?,?,?,?,?,?,?,?,?,?,y,?
?,?,y,?,?,?,?,?,?,?,?,?,?,?
y,?,?,?,?,?,y,?,y,?,?,?,?,?
?,?,?,?,?,?,?,?,y,?,?,?,?,y
?,?,y,?,?,y,?,?,?,?,?,?,?,?
y,?,?,?,?,?,?,?,y,?,?,?,?,?
?,?,?,?,?,?,y,?,y,y,?,?,?,?
?,?,?,?,?,?,y,?,?,y,?,?,?,?
?,?,?,y,?,y,?,?,?,?,?,?,y,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
y,?,?,?,?,y,?,?,?,y,?,?,?,?
y,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,y
?,?,y,?,?,?,y,?,?,y,?,?,?,y
?,?,y,?,?,?,?,?,y,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,y,?,?,?,?,?,?,y,?
?,?,?,y,y,?,?,?,?,?,?,?,?,?
y,?,?,?,?,?,?,?,?,?,?,?,?,y
?,?,?,?,?,y,?,?,?,?,?,?,y,?
?,?,y,?,?,?,?,?,y,?,?,?,?,?
?,?,y,?,?,y,?,?,?,y,?,?,?,?
?,?,?,y,?,?,y,?,?,?,?,?,?,?
?,?,y,?,?,y,?,?,?,?,?,?,y,?
y,?,?,?,?,?,?,?,y,?,?,?,?,?
?,?,?,?,y,?,?,?,?,?,?,?,y,?
?,?,?,?,?,?,?,?,?,y,?,?,?,y
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,y,?,?,y,?,?,?,?,?
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,?,y,?,?,?,?,?,?,y
?,y,y,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,y,?,?,?,?,?,?,?,?,y
?,?,?,y,?,?,?,?,?,y,?,?,?,y
y,y,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,y,y,y,?,y,?,?,?,?,?
?,?,?,?,y,?,?,?,y,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,y,y
?,?,?,?,?,?,?,?,?,y,?,?,y,?
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,y,?,?,?,?,?,?,?,?,?,y,?,?
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,?,y,?,?,?,?,?,?,?,?,?,y
?,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,y,y,?,?,?,?,?,?,?,?,?,y
?,y,?,?,?,?,?,?,y,?,?,?,?,?
?,?,?,?,y,y,?,?,y,y,?,?,?,?
?,?,?,y,?,?,?,?,?,?,?,?,?,y
?,?,y,y,?,?,?,?,y,?,?,?,?,?
?,?,?,?,y,?,?,?,?,?,?,?,?,y
y,?,?,y,?,?,?,?,?,?,?,?,?,?
?,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,?,y
?,?,?,?,?,?,y,?,y,y,?,?,?,?
?,?,y,?,?,y,?,?,y,?,?,?,y,y
?,?,y,?,y,y,?,?,?,y,y,?,?,?
?,?,?,?,y,?,?,?,?,y,?,?,?,?
?,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,?,?,?,y,?,?,y,?,?,?,?,?
?,?,?,?,?,?,y,?,?,?,?,?,?,y
?,?,y,?,?,?,?,?,y,?,?,?,?,?
?,?,y,?,?,?,?,?,y,?,?,?,?,y
?,?,?,?,?,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,y,?,?,?,?,?,y,?
?,?,?,?,y,?,?,?,?,?,?,?,?,y
?,?,?,?,?,y,?,?,?,y,?,?,?,y
?,?,?,?,y,?,?,?,?,?,?,y,?,?
?,?,?,?,?,?,?,?,?,y,?,?,?,y
?,?,?,?,?,?,?,?,?,?,?,?,y,?
?,?,?,y,?,?,?,?,?,y,?,?,y,?
?,?,?,?,?,?,y,?,?,?,?,?,y,?
?,y,?,?,?,?,?,?,?,?,?,?,?,y
?,y,?,y,?,?,?,?,?,?,?,?,?,?
?,?,y,?,y,?,?,?,y,?,?,?,?,?
?,?,?,?,y,?,?,?,y,?,?,?,?,?
?,y,?,?,?,?,y,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,y,?,y,y,y,y,?,?,?,?,?,?
?,?,?,?,y,?,?,?,y,?,?,?,?,?
?,?,?,?,?,?,y,?,?,y,?,?,?,?
?,y,?,?,?,y,?,?,?,?,?,?,?,?
?,?,?,?,?,?,y,?,?,?,?,?,?,?
?,?,?,y,?,?,?,?,?,?,?,?,y,?
?,?,?,?,?,?,?,y,?,?,?,?,?,y
?,?,?,?,?,?,?,?,?,y,?,?,?,?
?,?,y,?,?,y,?,?,?,y,?,y,y,y
?,y,?,?,?,?,?,?,y,?,?,?,?,?
y,?,?,?,?,y,?,?,?,?,?,?,?,y
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,y,y,?,?,?,?,?,y,?,?,?,?
?,?,y,?,?,?,?,?,y,?,?,?,?,?
?,?,y,?,y,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,y,?,?,?,?,?,?,?,?,y
?,?,y,?,y,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,y,?,?,y,?,?,?,?
y,?,?,?,y,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,y,?
?,?,?,y,?,?,y,?,?,?,?,?,?,?
?,?,y,?,y,?,?,?,y,?,?,y,?,y
?,?,y,?,?,?,y,?,y,?,?,?,y,y
?,y,?,?,?,?,?,?,?,?,?,?,y,?
y,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,?,?,?,y,?,?,?,?,?,?,y,?
?,?,y,?,?,y,y,?,y,?,?,?,?,?
y,?,y,?,y,?,y,?,?,y,?,?,y,?
?,?,?,?,?,?,?,?,?,?,?,?,y,y
y,?,?,?,?,?,?,?,y,y,?,?,?,y
?,?,?,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,y,?,?,?,?,y,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,?,y
?,?,y,?,y,?,?,?,?,?,?,?,?,?
y,y,?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,y,?,y,?,?,?,?
?,?,?,?,?,?,y,?,?,?,?,?,y,?
y,?,?,?,?,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,y,?,?,y,?,?,?,?
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,?,?,?,y,y,?,?,?,y
?,?,?,?,?,?,?,?,?,?,?,?,y,y
?,?,y,?,?,?,y,?,?,?,?,y,?,?
?,?,y,y,?,?,?,?,?,?,?,y,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,y,?
?,?,?,?,?,?,?,y,?,y,?,?,?,?
y,?,?,?,?,y,?,?,?,?,?,?,?,?
?,?,?,y,?,?,?,?,?,y,?,?,?,?
y,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,?,y,y,?,?,?,?,?,?,?,?,y
y,?,?,?,?,?,?,?,?,?,?,?,y,?
?,?,y,?,y,?,?,?,?,?,?,?,?,?
?,?,?,?,y,?,?,?,?,?,?,?,y,?
y,?,?,y,?,?,?,?,?,?,?,?,?,?
?,y,y,?,y,?,?,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,y,?,?
?,y,?,?,y,?,?,?,y,y,?,?,?,?
?,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,?,?,y,?,?,?,y,?,?,?,y,?
?,?,?,?,?,?,y,y,?,y,?,?,y,?
?,?,?,?,?,?,?,?,y,y,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,y,?
?,?,?,?,?,?,y,?,?,?,?,?,?,y
?,y,?,?,?,?,?,?,y,?,?,?,?,?
?,?,y,?,?,?,?,?,?,y,?,?,?,?
y,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,y,?,?,?,y,?,?,y,?,?,y,y
y,?,?,?,?,?,?,?,?,?,?,?,y,?
?,?,?,?,y,?,?,?,y,?,?,?,?,?
y,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,y,?,?,?,?,y,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,?,?,?,?,y,y,?,?,?,?,?,?
?,?,?,?,?,?,y,?,y,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,y,?,?,?,?,?,?,?,?,?,?,y
y,?,?,?,?,?,?,?,?,y,?,?,?,?
y,?,?,?,y,?,?,?,?,?,?,?,?,?
?,?,?,?,y,?,?,?,y,?,?,?,?,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
y,?,y,?,?,?,?,?,?,?,?,?,?,?
y,?,?,?,?,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,y,?,?,?,?,?,?,y
y,?,?,?,?,?,?,?,?,?,?,y,?,?
y,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,y,?,y,?,?,?,?,?,?,?,y,y
?,?,?,?,y,?,?,?,?,?,?,?,?,y
?,?,?,?,?,?,?,?,y,?,?,?,y,?
?,?,?,?,?,?,y,?,?,?,?,?,?,?
?,?,y,?,?,y,?,?,?,y,?,?,?,?
y,?,?,?,?,y,?,?,?,y,?,?,?,?
?,?,?,?,?,?,?,?,y,?,?,?,?,y
?,y,y,?,?,?,?,?,y,?,?,?,?,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,y,y,y,?,?,?,?,?,?,?,y,?
?,?,?,y,?,?,?,?,?,?,?,?,?,y
y,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,y,?,?,?,y,?,?,y,?,?,y,y
?,?,y,?,?,?,?,?,?,y,?,?,?,y
y,?,?,?,?,?,y,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,y,y,?,?,?,?
?,y,?,y,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,y,?,?,y,?
?,y,?,?,?,y,?,?,?,?,?,?,?,?
?,y,?,?,?,?,?,?,y,y,?,?,?,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,y,?,y,?,?,?,?,?,?,?,?,?
?,?,?,?,?,y,y,?,?,?,?,?,y,?
y,y,?,?,?,?,?,?,?,?,?,?,y,?
?,?,?,?,?,?,?,?,?,?,?,?,y,y
?,y,y,?,?,?,?,?,?,?,?,?,?,?
?,?,y,?,?,y,?,?,?,?,?,?,?,?
?,?,?,?,?,y,y,?,?,y,?,?,?,?
?,?,?,?,?,?,?,?,y,?,?,?,?,y
?,?,?,?,y,?,y,?,?,?,?,?,?,?
y,?,y,?,?,?,?,?,?,?,?,?,?,?
?,y,y,?,?,?,?,y,?,?,?,?,?,?
?,?,?,?,?,?,y,?,y,y,?,?,?,?
y,?,y,?,y,?,?,?,?,?,?,?,?,?
y,?,?,?,?,y,?,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,y,?
?,?,?,?,y,?,?,?,?,y,?,?,?,?
?,?,?,?,?,?,y,?,?,?,?,?,y,?
?,?,?,?,?,?,y,?,?,y,?,?,?,?
?,?,?,?,?,?,?,?,y,?,?,?,?,?
?,?,?,y,?,?,y,?,?,?,?,?,y,?
?,?,?,?,?,?,?,?,?,y,?,?,y,?
y,?,?,?,y,?,?,?,?,?,?,?,?,y
?,?,?,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,y,?,?,y,y,?,?,?,?
?,?,?,?,y,?,?,?,?,?,?,?,y,?
?,?,?,?,y,?,y,?,?,?,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,?
?,y,?,y,?,?,?,?,y,?,?,?,?,?
?,?,?,?,y,?,?,?,?,?,?,?,?,y
?,?,?,y,?,y,?,?,?,?,?,?,?,?
?,?,y,?,?,?,y,?,?,y,?,?,?,?
?,?,y,?,?,?,?,?,?,?,?,?,?,y
?,?,?,?,y,?,?,?,?,?,?,?,?,y
y,?,?,?,?,?,?,?,?,?,?,?,?,y
?,?,?,?,?,y,?,?,?,y,?,?,?,?
y,?,?,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,y,?,?,?,?,?,?,?,y
y,?,y,?,?,y,?,y,?,?,?,?,y,?
y,?,?,?,?,?,?,?,?,?,?,?,y,?
?,y,y,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,y,?,?,?,?,?,y
?,?,y,?,?,?,?,?,y,?,?,?,?,?
?,?,y,?,?,?,?,?,?,y,?,?,?,?
?,?,?,?,?,y,?,?,?,y,?,?,y,?
?,?,y,?,y,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,y,?,?,y,?,?,?,y
?,?,y,?,?,?,?,y,?,y,?,?,?,?
y,?,?,?,y,?,?,?,?,?,?,?,?,?
?,?,y,?,y,?,?,?,?,?,?,?,y,?
?,?,y,?,?,?,y,?,?,?,?,?,?,?
?,?,y,y,?,?,?,?,?,?,?,?,?,?
?,?,?,?,y,?,?,?,y,?,?,?,?,?
?,?,?,?,?,y,?,?,y,y,?,?,?,?
y,?,y,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,y,?,?,y,?,?,?,?,?
?,?,?,?,y,?,?,?,?,?,?,?,?,y
?,?,y,?,y,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,y,?,y
?,?,?,?,?,?,y,?,y,?,?,?,?,?
?,?,?,y,?,y,?,?,y,?,?,?,?,y
?,?,?,?,?,?,y,?,?,?,?,?,?,?
